age,workclass,education,educationnum,maritalstatus,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,nativecountry,income
Middleaged, Private, Bachelors,13, Marriedcivspouse, Execmanagerial, Husband, White, Male,None,None,Fulltime, UnitedStates,1
Middleaged, Private, HSgrad,9, Nevermarried, Sales, Ownchild, White, Male,None,None,Fulltime, UnitedStates,0
Senior, Private, Bachelors,13, Separated, Craftrepair, Notinfamily, White, Male,None,None,Fulltime,null,0
Young, Private, 10th,6, Nevermarried, Otherservice, Ownchild, White, Female,None,None,Part-time, UnitedStates,0
Middleaged, Private, Somecollege,10, Marriedcivspouse, Otherservice, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Old, Selfempinc, Somecollege,10, Marriedcivspouse, Execmanagerial, Husband, White, Male,High,None,Overtime, UnitedStates,1
Middleaged, Private, Bachelors,13, Marriedcivspouse, Profspecialty, Husband, White, Male,None,None,Overtime, UnitedStates,0
Young, Private, 10th,6, Nevermarried, Otherservice, Ownchild, White, Male,None,None,Part-time, UnitedStates,0
Middleaged, Private, HSgrad,9, Marriedcivspouse, Transportmoving, Husband, White, Male,None,None,Overtime, UnitedStates,1
Young, Private, Somecollege,10, Nevermarried, Machineopinspct, Notinfamily, White, Female,None,None,Fulltime, UnitedStates,0
Senior, Private, Bachelors,13, Marriedcivspouse, Execmanagerial, Husband, White, Male,None,None,Overtime, UnitedStates,1
Middleaged, Private, Somecollege,10, Marriedcivspouse, Craftrepair, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Localgov, Assocacdm,12, Marriedcivspouse, Execmanagerial, Husband, Black, Male,None,None,Overtime, UnitedStates,1
Senior, Private, Masters,14, Marriedcivspouse, Execmanagerial, Husband, White, Male,None,None,Overtime, UnitedStates,1
Middleaged, Private, HSgrad,9, Marriedcivspouse, Admclerical, Wife, White, Female,None,None,Fulltime, UnitedStates,0
Young, Private, HSgrad,9, Nevermarried, Handlerscleaners, Notinfamily, Black, Female,None,None,Fulltime, UnitedStates,0
Senior, Private, HSgrad,9, Marriedcivspouse, Machineopinspct, Husband, White, Male,None,None,Fulltime, UnitedStates,1
Middleaged, Selfempinc, HSgrad,9, Marriedcivspouse, Execmanagerial, Husband, White, Male,None,None,Fulltime, UnitedStates,1
Young, Private, Somecollege,10, Nevermarried, Sales, Ownchild, White, Female,None,None,Part-time, UnitedStates,0
Young, Private, Bachelors,13, Nevermarried, Admclerical, Ownchild, White, Female,None,None,Fulltime, UnitedStates,0
Senior, Private, HSgrad,9, Marriedcivspouse, Execmanagerial, Husband, White, Male,High,None,Overtime, UnitedStates,1
Senior, Federalgov, Bachelors,13, Marriedspouseabsent, Execmanagerial, Notinfamily, White, Male,None,None,Overtime, UnitedStates,1
Senior, Selfempinc, Somecollege,10, Marriedcivspouse, Execmanagerial, Husband, White, Male,None,None,Overtime, UnitedStates,1
Middleaged, Stategov, Bachelors,13, Marriedcivspouse, Execmanagerial, Husband, White, Male,None,None,Overtime, UnitedStates,1
Middleaged, Private, Bachelors,13, Nevermarried, Execmanagerial, Ownchild, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, HSgrad,9, Marriedcivspouse, Admclerical, Wife, AsianPacIslander, Female,None,None,Fulltime, Vietnam,0
Senior, Private, HSgrad,9, Marriedcivspouse, Execmanagerial, Husband, White, Male,None,None,Overtime, UnitedStates,1
Young, Private, Somecollege,10, Nevermarried, Otherservice, Notinfamily, White, Female,None,None,Fulltime, UnitedStates,0
Senior, Selfempnotinc, Somecollege,10, Divorced, Otherservice, Notinfamily, White, Female,None,None,Overtime, UnitedStates,0
Senior, Private, Somecollege,10, Widowed, Sales, Unmarried, White, Female,None,None,Fulltime, UnitedStates,0
Senior, Selfempnotinc, HSgrad,9, Marriedcivspouse, Sales, Ownchild, White, Female,Low,None,Fulltime, UnitedStates,1
Senior, Selfempinc, Bachelors,13, Marriedcivspouse, Profspecialty, Husband, White, Male,None,None,Overtime, UnitedStates,1
Senior, Private, Somecollege,10, Widowed, Admclerical, Notinfamily, White, Female,None,None,Fulltime, UnitedStates,0
Senior, Private, Masters,14, Marriedcivspouse, Profspecialty, Husband, White, Male,None,None,Fulltime,null,1
Senior, Private, HSgrad,9, Widowed, Machineopinspct, Notinfamily, White, Female,None,None,Fulltime, UnitedStates,0
Middleaged, Private, HSgrad,9, Separated, Otherservice, Unmarried, White, Female,None,None,Fulltime, Mexico,0
Middleaged, Private, HSgrad,9, Marriedcivspouse, Admclerical, Wife, White, Female,None,None,Fulltime, UnitedStates,0
Young, Private, HSgrad,9, Nevermarried, Admclerical, Ownchild, White, Female,None,None,Fulltime, UnitedStates,0
Senior, Selfempnotinc, HSgrad,9, Marriedcivspouse, Craftrepair, Husband, White, Male,None,None,Overtime, UnitedStates,0
Senior, Selfempnotinc, HSgrad,9, Marriedcivspouse, Transportmoving, Husband, White, Male,None,None,Workaholic, UnitedStates,0
Senior, Selfempnotinc, Bachelors,13, Nevermarried, Sales, Notinfamily, White, Male,None,None,Fulltime, UnitedStates,0
Old, Private, Bachelors,13, Widowed, Sales, Notinfamily, White, Male,None,None,Fulltime, UnitedStates,1
Middleaged, Private, HSgrad,9, Marriedcivspouse, Otherservice, Wife, Other, Female,None,None,Fulltime, UnitedStates,0
Middleaged, Private, 9th,5, Marriedcivspouse, Handlerscleaners, Husband, White, Male,None,None,Overtime, Mexico,0
Middleaged, Private, Assocacdm,12, Divorced, Execmanagerial, Notinfamily, White, Female,None,None,Overtime, UnitedStates,0
Middleaged, Private, HSgrad,9, Nevermarried, Otherservice, Ownchild, White, Female,None,None,Fulltime, UnitedStates,0
Middleaged, Private, HSgrad,9, Marriedcivspouse, Farmingfishing, Husband, Other, Male,None,None,Fulltime, UnitedStates,0
Senior, Private, Profschool,15, Marriedcivspouse, Profspecialty, Husband, White, Male,None,None,Fulltime, UnitedStates,1
Middleaged, Selfempnotinc, 9th,5, Marriedcivspouse, Craftrepair, Husband, White, Male,None,None,Fulltime, UnitedStates,1
Young,null, HSgrad,9, Nevermarried,null, Ownchild, Black, Male,None,None,Fulltime, UnitedStates,0
Senior,null, HSgrad,9, Marriedcivspouse,null, Husband, White, Male,Low,None,Fulltime, UnitedStates,0
Senior, Localgov, Bachelors,13, Marriedcivspouse, Admclerical, Wife, White, Female,None,None,Fulltime, UnitedStates,1
Middleaged, Private, Bachelors,13, Marriedcivspouse, Execmanagerial, Husband, White, Male,None,None,Fulltime, UnitedStates,1
Senior, Private, 9th,5, Divorced, Otherservice, Notinfamily, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, HSgrad,9, Marriedcivspouse, Execmanagerial, Husband, White, Male,None,None,Overtime, UnitedStates,0
Senior, Selfempnotinc, 11th,7, Marriedcivspouse, Otherservice, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Assocvoc,11, Marriedcivspouse, Transportmoving, Husband, White, Male,None,None,Workaholic, UnitedStates,1
Middleaged, Localgov, Bachelors,13, Marriedcivspouse, Profspecialty, Husband, White, Male,None,None,Workaholic, UnitedStates,1
Middleaged, Private, Assocacdm,12, Nevermarried, Admclerical, Notinfamily, White, Female,None,None,Fulltime, UnitedStates,0
Middleaged, Selfempnotinc, Bachelors,13, Divorced, Profspecialty, Otherrelative, White, Male,None,None,Fulltime, UnitedStates,1
Middleaged, Private, HSgrad,9, Divorced, Sales, Notinfamily, White, Male,None,None,Fulltime, UnitedStates,0
Senior, Private, 11th,7, Marriedcivspouse, Craftrepair, Husband, White, Male,None,None,Overtime, UnitedStates,0
Senior, Selfempinc, Masters,14, Marriedcivspouse, Sales, Husband, White, Male,None,None,Fulltime, UnitedStates,1
Middleaged, Private, Assocvoc,11, Nevermarried, Sales, Notinfamily, Black, Male,None,None,Overtime, UnitedStates,0
Senior, Private, HSgrad,9, Marriedcivspouse, Machineopinspct, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Old, Private, HSgrad,9, Nevermarried, Transportmoving, Notinfamily, White, Male,High,None,Fulltime, UnitedStates,1
Middleaged, Private, Masters,14, Nevermarried, Techsupport, Notinfamily, White, Female,None,None,Fulltime, UnitedStates,0
Senior, Localgov, Bachelors,13, Widowed, Profspecialty, Notinfamily, White, Female,None,None,Fulltime, UnitedStates,1
Middleaged, Private, Assocvoc,11, Marriedcivspouse, Craftrepair, Husband, White, Male,High,None,Fulltime, UnitedStates,1
Young, Private, Somecollege,10, Nevermarried, Otherservice, Ownchild, White, Female,None,None,Part-time, UnitedStates,0
Senior, Private, 7th8th,4, Marriedcivspouse, Craftrepair, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, HSgrad,9, Divorced, Machineopinspct, Unmarried, White, Male,None,None,Fulltime,null,0
Young, Private, Somecollege,10, Nevermarried, Admclerical, Ownchild, White, Male,None,None,Part-time, UnitedStates,0
Young, Private, 11th,7, Nevermarried, Craftrepair, Ownchild, White, Male,None,None,Part-time, UnitedStates,0
Middleaged, Private, Somecollege,10, Marriedcivspouse, Otherservice, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Somecollege,10, Divorced, Techsupport, Unmarried, White, Female,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Masters,14, Nevermarried, Profspecialty, Notinfamily, White, Female,None,None,Overtime, UnitedStates,0
Middleaged, Private, Somecollege,10, Marriedcivspouse, Sales, Husband, White, Male,None,None,Overtime, UnitedStates,0
Senior, Private, HSgrad,9, Marriedcivspouse, Transportmoving, Husband, White, Male,None,None,Overtime, UnitedStates,1
Young,null, Somecollege,10, Nevermarried,null, Ownchild, White, Male,None,None,Part-time, UnitedStates,0
Middleaged, Private, 10th,6, Widowed, Admclerical, Unmarried, White, Female,None,High,Fulltime, UnitedStates,0
Middleaged,null, Bachelors,13, Marriedcivspouse,null, Wife, White, Female,None,None,Part-time, UnitedStates,1
Young, Private, Somecollege,10, Nevermarried, Otherservice, Ownchild, White, Female,None,None,Fulltime, UnitedStates,0
Senior, Private, 7th8th,4, Marriedcivspouse, Craftrepair, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Young, Private, Somecollege,10, Nevermarried, Techsupport, Ownchild, White, Male,None,None,Fulltime, UnitedStates,0
Young, Private, Somecollege,10, Nevermarried, Otherservice, Ownchild, White, Female,None,None,Part-time, UnitedStates,0
Senior, Localgov, Bachelors,13, Marriedcivspouse, Profspecialty, Wife, White, Female,None,None,Overtime, UnitedStates,1
Middleaged, Federalgov, Masters,14, Marriedcivspouse, Profspecialty, Husband, White, Male,None,None,Fulltime, UnitedStates,1
Senior, Selfempinc, Bachelors,13, Marriedcivspouse, Farmingfishing, Husband, White, Male,None,High,Overtime, UnitedStates,1
Senior, Private, HSgrad,9, Marriedcivspouse, Techsupport, Husband, White, Male,None,None,Fulltime, UnitedStates,1
Senior, Selfempnotinc, Profschool,15, Marriedcivspouse, Profspecialty, Husband, White, Male,None,High,Overtime, UnitedStates,1
Middleaged, Private, 11th,7, Nevermarried, Craftrepair, Ownchild, White, Male,Low,None,Fulltime, UnitedStates,0
Senior, Private, 9th,5, Marriedcivspouse, Machineopinspct, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Young, Private, Somecollege,10, Nevermarried, Sales, Ownchild, White, Female,None,None,Part-time, UnitedStates,0
Young, Private, 11th,7, Nevermarried, Admclerical, Ownchild, White, Female,None,None,Part-time, UnitedStates,0
Middleaged, Private, Somecollege,10, Marriedcivspouse, Craftrepair, Husband, White, Male,None,Low,Fulltime, UnitedStates,0
Senior,null, Somecollege,10, Divorced,null, Notinfamily, White, Female,None,None,Fulltime, UnitedStates,0
Senior, Selfempnotinc, Bachelors,13, Marriedcivspouse, Profspecialty, Husband, White, Male,None,None,Overtime, UnitedStates,0
Senior, Selfempinc, Bachelors,13, Marriedcivspouse, Sales, Husband, White, Male,None,None,Fulltime, UnitedStates,1
Senior, Selfempinc, Masters,14, Marriedcivspouse, Sales, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, HSgrad,9, Divorced, Otherservice, Notinfamily, Black, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Bachelors,13, Nevermarried, Admclerical, Notinfamily, White, Female,None,None,Overtime, UnitedStates,0
Young, Private, HSgrad,9, Nevermarried, Techsupport, Ownchild, White, Male,None,None,Overtime, UnitedStates,0
Middleaged, Private, Masters,14, Nevermarried, Profspecialty, Notinfamily, White, Female,None,Low,Overtime, UnitedStates,0
Middleaged, Private, Assocvoc,11, Divorced, Admclerical, Unmarried, White, Female,None,None,Fulltime, UnitedStates,0
Young, Private, Bachelors,13, Marriedcivspouse, Admclerical, Wife, Black, Female,None,None,Fulltime, UnitedStates,0
Young, Private, Somecollege,10, Nevermarried, Execmanagerial, Notinfamily, Black, Female,None,None,Part-time, UnitedStates,0
Young, Private, HSgrad,9, Marriedcivspouse, Otherservice, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Bachelors,13, Marriedcivspouse, Profspecialty, Wife, White, Female,None,None,Fulltime, UnitedStates,1
Middleaged, Private, Bachelors,13, Marriedcivspouse, Profspecialty, Wife, White, Female,None,None,Fulltime, UnitedStates,0
Middleaged, Private, HSgrad,9, Separated, Craftrepair, Notinfamily, White, Male,None,None,Overtime, Portugal,0
Middleaged, Private, 10th,6, Separated, Craftrepair, Unmarried, White, Female,None,None,Fulltime, UnitedStates,0
Young, Private, 11th,7, Nevermarried, Otherservice, Ownchild, Black, Male,None,Low,Part-time, UnitedStates,0
Young, Private, Assocvoc,11, Nevermarried, Sales, Notinfamily, Black, Female,None,None,Fulltime, UnitedStates,0
Middleaged, Stategov, Bachelors,13, Marriedcivspouse, Profspecialty, Husband, White, Male,None,None,Overtime, UnitedStates,1
Young, Private, 12th,8, Nevermarried, Otherservice, Ownchild, White, Female,None,None,Part-time, UnitedStates,0
Middleaged, Private, 9th,5, Marriedcivspouse, Craftrepair, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Young, Private, Assocvoc,11, Nevermarried, Otherservice, Notinfamily, White, Female,None,None,Overtime, UnitedStates,0
Middleaged, Stategov, HSgrad,9, Marriedcivspouse, Protectiveserv, Husband, White, Male,None,None,Overtime, UnitedStates,1
Senior, Private, Somecollege,10, Divorced, Otherservice, Notinfamily, White, Female,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Somecollege,10, Marriedcivspouse, Machineopinspct, Husband, White, Male,None,None,Overtime, UnitedStates,0
Middleaged, Private, Somecollege,10, Marriedcivspouse, Admclerical, Husband, White, Male,None,None,Fulltime, UnitedStates,1
Middleaged, Private, Bachelors,13, Marriedcivspouse, Techsupport, Wife, White, Female,None,None,Fulltime, UnitedStates,1
Middleaged, Private, HSgrad,9, Marriedcivspouse, Machineopinspct, Husband, White, Male,None,None,Overtime, UnitedStates,1
Senior, Private, HSgrad,9, Divorced, Admclerical, Notinfamily, White, Female,None,None,Fulltime, UnitedStates,0
Young, Private, Somecollege,10, Nevermarried, Admclerical, Ownchild, White, Female,None,None,Part-time, UnitedStates,0
Middleaged, Private, HSgrad,9, Nevermarried, Admclerical, Notinfamily, White, Female,None,None,Overtime, UnitedStates,0
Senior, Selfempinc, HSgrad,9, Marriedcivspouse, Execmanagerial, Husband, White, Male,None,None,Workaholic, UnitedStates,1
Middleaged, Localgov, Assocacdm,12, Marriedcivspouse, Profspecialty, Husband, White, Male,None,None,Overtime, UnitedStates,0
Middleaged, Selfempnotinc, HSgrad,9, Marriedcivspouse, Sales, Husband, White, Male,Low,None,Overtime, UnitedStates,0
Middleaged, Private, 5th6th,3, Nevermarried, Farmingfishing, Otherrelative, Black, Male,None,None,Fulltime, Mexico,0
Young, Stategov, Somecollege,10, Nevermarried, Handlerscleaners, Notinfamily, White, Male,None,None,Part-time, UnitedStates,0
Middleaged, Private, Assocacdm,12, Nevermarried, Profspecialty, Notinfamily, White, Male,None,None,Overtime, UnitedStates,1
Young, Private, Somecollege,10, Nevermarried, Otherservice, Ownchild, White, Female,None,None,Part-time, UnitedStates,0
Middleaged, Private, HSgrad,9, Marriedcivspouse, Execmanagerial, Husband, White, Male,None,None,Overtime, UnitedStates,0
Senior, Federalgov, Somecollege,10, Marriedcivspouse, Craftrepair, Husband, White, Male,None,None,Fulltime, UnitedStates,1
Middleaged, Private, HSgrad,9, Nevermarried, Transportmoving, Ownchild, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Somecollege,10, Nevermarried, Admclerical, Notinfamily, White, Male,None,None,Overtime, UnitedStates,0
Middleaged, Private, Assocvoc,11, Marriedcivspouse, Admclerical, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Young, Private, HSgrad,9, Nevermarried, Admclerical, Ownchild, White, Male,None,None,Part-time, UnitedStates,0
Middleaged, Private, Bachelors,13, Marriedcivspouse, Execmanagerial, Wife, White, Female,None,None,Overtime, UnitedStates,1
Middleaged, Private, HSgrad,9, Nevermarried, Transportmoving, Ownchild, White, Male,None,None,Overtime, UnitedStates,0
Middleaged, Selfempnotinc, HSgrad,9, Divorced, Craftrepair, Ownchild, White, Male,None,None,Fulltime, UnitedStates,0
Young, Private, Somecollege,10, Nevermarried, Handlerscleaners, Notinfamily, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Localgov, Masters,14, Divorced, Profspecialty, Unmarried, White, Female,None,None,Overtime, UnitedStates,0
Middleaged, Localgov, Somecollege,10, Marriedcivspouse, Protectiveserv, Husband, White, Male,None,None,Workaholic, UnitedStates,1
Middleaged, Private, HSgrad,9, Nevermarried, Sales, Otherrelative, White, Male,None,None,Fulltime, UnitedStates,0
Senior, Private, 11th,7, Marriedcivspouse, Transportmoving, Husband, AmerIndianEskimo, Male,None,None,Fulltime, UnitedStates,0
Senior, Selfempnotinc, Somecollege,10, Marriedcivspouse, Execmanagerial, Husband, White, Male,Low,None,Fulltime, UnitedStates,0
Middleaged, Private, Masters,14, Marriedcivspouse, Profspecialty, Husband, White, Male,None,None,Overtime, UnitedStates,0
